Coin,classification_open,action_open,action_close,classification_close,count_trades,avg_pnl,total_pnl,win_rate
@93,Greed,open_long,close_long,Greed,1,15.949897,31.899794,1.0
@93,Greed,open_short,close_short,Greed,0,,0.0,
@93,Extreme Greed,open_long,close_long,Extreme Greed,1,15.949897,15.949897,1.0
@93,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@95,Extreme Fear,open_long,close_long,Extreme Fear,1,-29.453406,-88.360218,0.0
@95,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@95,Fear,open_long,close_long,Fear,1,-29.453406,-29.453406,0.0
@95,Fear,open_short,close_short,Fear,0,,0.0,
@95,Neutral,open_long,close_long,Neutral,0,,0.0,
@95,Neutral,open_short,close_short,Neutral,0,,0.0,
@95,Greed,open_long,close_long,Greed,1,-29.453406,-29.453406,0.0
@95,Greed,open_short,close_short,Greed,0,,0.0,
@95,Extreme Greed,open_long,close_long,Extreme Greed,1,-29.453406,-58.906812,0.0
@95,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
AAVE,Extreme Fear,open_long,close_long,Extreme Fear,226,11.272770668246446,4757.109222,0.2796208530805687
AAVE,Extreme Fear,open_short,close_short,Extreme Fear,233,8.06420279052369,3233.745319,0.4438902743142144
AAVE,Fear,open_long,close_long,Fear,232,23.54903887709497,16861.111836,0.3743016759776536
AAVE,Fear,open_short,close_short,Fear,232,13.71483354516129,8503.196798,0.3806451612903225
AAVE,Neutral,open_long,close_long,Neutral,53,-112.10863506593408,-10201.885791,0.5054945054945055
AAVE,Neutral,open_short,close_short,Neutral,83,15.526407496932515,2530.804422,0.4723926380368098
AAVE,Greed,open_long,close_long,Greed,185,19.103226377483445,5769.174366,0.5529801324503312
AAVE,Greed,open_short,close_short,Greed,197,19.983881256476685,7713.778165000001,0.1891191709844559
AAVE,Extreme Greed,open_long,close_long,Extreme Greed,234,28.41871778825996,13555.728385,0.3647798742138364
AAVE,Extreme Greed,open_short,close_short,Extreme Greed,234,1.3799063029612757,605.778867,0.3895216400911162
ACE,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
ACE,Extreme Fear,open_short,close_short,Extreme Fear,2,59.485006,118.970012,1.0
ACE,Fear,open_long,close_long,Fear,21,125.8329871904762,2642.492731,1.0
ACE,Fear,open_short,close_short,Fear,2,59.485006,475.880048,1.0
ACE,Neutral,open_long,close_long,Neutral,0,,0.0,
ACE,Neutral,open_short,close_short,Neutral,2,59.485006,118.970012,1.0
ACE,Greed,open_long,close_long,Greed,0,,0.0,
ACE,Greed,open_short,close_short,Greed,0,,0.0,
ACE,Extreme Greed,open_long,close_long,Extreme Greed,21,125.8329871904762,2642.492731,1.0
ACE,Extreme Greed,open_short,close_short,Extreme Greed,2,59.485006,237.940024,1.0
ADA,Extreme Fear,open_long,close_long,Extreme Fear,214,-3.8969960860805855,-2127.759863,0.0073260073260073
ADA,Extreme Fear,open_short,close_short,Extreme Fear,217,-161.34132609122204,-93739.310459,0.3304647160068847
ADA,Fear,open_long,close_long,Fear,215,-7.927583995073892,-3218.599102,0.0467980295566502
ADA,Fear,open_short,close_short,Fear,231,-33.55959292561983,-16242.842976,0.6756198347107438
ADA,Neutral,open_long,close_long,Neutral,81,-0.2475604824561408,-28.221895000000053,0.2982456140350877
ADA,Neutral,open_short,close_short,Neutral,95,31.802252944444444,4007.083871,0.5873015873015873
ADA,Greed,open_long,close_long,Greed,228,-8.0337758173258,-4265.934959,0.0489642184557438
ADA,Greed,open_short,close_short,Greed,242,-165.6451556703499,-89945.319529,0.3351749539594843
ADA,Extreme Greed,open_long,close_long,Extreme Greed,226,1.0065416839729118,445.897966,0.0586907449209932
ADA,Extreme Greed,open_short,close_short,Extreme Greed,247,-50.0736395282167,-22182.622311,0.5891647855530474
AI,Extreme Fear,open_long,close_long,Extreme Fear,11,-0.1688671363636363,-3.715077,0.0
AI,Extreme Fear,open_short,close_short,Extreme Fear,23,2.515897428571429,105.667692,0.9761904761904762
AI,Fear,open_long,close_long,Fear,16,-0.1129673095238095,-4.744627,0.0
AI,Fear,open_short,close_short,Fear,29,3.774206422535211,267.968656,0.9577464788732394
AI,Neutral,open_long,close_long,Neutral,2,-0.0183475,-0.036695,0.0
AI,Neutral,open_short,close_short,Neutral,4,4.4190065,17.676026,1.0
AI,Greed,open_long,close_long,Greed,16,-0.1536844324324324,-5.686324,0.0
AI,Greed,open_short,close_short,Greed,29,2.7396898787878787,180.819532,0.9848484848484848
AI,Extreme Greed,open_long,close_long,Extreme Greed,16,-0.1254927058823529,-2.133376,0.0
AI,Extreme Greed,open_short,close_short,Extreme Greed,29,3.202068342857143,112.072392,0.9428571428571428
AI16Z,Extreme Fear,open_long,close_long,Extreme Fear,188,8.757197867579908,1917.826333,0.5844748858447488
AI16Z,Extreme Fear,open_short,close_short,Extreme Fear,106,38.206242437956206,5234.255214,0.708029197080292
AI16Z,Fear,open_long,close_long,Fear,260,1.546613794117647,946.527642,0.2973856209150327
AI16Z,Fear,open_short,close_short,Fear,164,38.79078148406374,19472.972305,0.8266932270916335
AI16Z,Neutral,open_long,close_long,Neutral,214,0.3910511268882177,258.87584600000014,0.5558912386706949
AI16Z,Neutral,open_short,close_short,Neutral,101,41.78735521495327,8942.494016,0.7616822429906542
AI16Z,Greed,open_long,close_long,Greed,182,9.113922211864407,3226.3284630000003,0.2344632768361582
AI16Z,Greed,open_short,close_short,Greed,164,26.632493019292607,8282.705329,0.7877813504823151
AI16Z,Extreme Greed,open_long,close_long,Extreme Greed,255,6.03548210359408,2854.783035,0.5433403805496829
AI16Z,Extreme Greed,open_short,close_short,Extreme Greed,158,33.183398391509435,7034.880459,0.7971698113207547
AIXBT,Extreme Fear,open_long,close_long,Extreme Fear,313,195.37938962267344,115469.219267,0.6598984771573604
AIXBT,Extreme Fear,open_short,close_short,Extreme Fear,255,13.08272474390244,6436.700574,0.4695121951219512
AIXBT,Fear,open_long,close_long,Fear,328,126.44906567237904,125437.473147,0.6703629032258065
AIXBT,Fear,open_short,close_short,Fear,260,18.009575698175787,10859.774146,0.593698175787728
AIXBT,Neutral,open_long,close_long,Neutral,243,72.58009112268519,31354.599365,0.4212962962962963
AIXBT,Neutral,open_short,close_short,Neutral,204,13.164215015151514,5213.029146,0.7651515151515151
AIXBT,Greed,open_long,close_long,Greed,338,247.19237311049105,221484.366307,0.671875
AIXBT,Greed,open_short,close_short,Greed,266,16.55546788023088,11472.939241,0.4718614718614718
AIXBT,Extreme Greed,open_long,close_long,Extreme Greed,287,76.34440694458439,30308.729557,0.4987405541561713
AIXBT,Extreme Greed,open_short,close_short,Extreme Greed,208,13.806048174216029,3962.335826,0.8153310104529616
ALGO,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
ALGO,Extreme Fear,open_short,close_short,Extreme Fear,3,6.154362333333332,18.463087,1.0
ALGO,Fear,open_long,close_long,Fear,0,,0.0,
ALGO,Fear,open_short,close_short,Fear,4,4.029268692307692,52.380493,0.6923076923076923
ALGO,Neutral,open_long,close_long,Neutral,0,,0.0,
ALGO,Neutral,open_short,close_short,Neutral,1,3.930516,3.930516,1.0
ALGO,Greed,open_long,close_long,Greed,0,,0.0,
ALGO,Greed,open_short,close_short,Greed,4,3.3917406,16.958703,0.6
ALGO,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
ALGO,Extreme Greed,open_short,close_short,Extreme Greed,4,5.373911,32.243466,0.8333333333333334
ALT,Extreme Fear,open_long,close_long,Extreme Fear,93,32.59467948514852,3292.062628,0.9702970297029704
ALT,Extreme Fear,open_short,close_short,Extreme Fear,48,-20.829200222222223,-1124.776812,0.1481481481481481
ALT,Fear,open_long,close_long,Fear,153,39.022674173020526,13306.731893,0.9824046920821116
ALT,Fear,open_short,close_short,Fear,62,-26.91609545625,-4306.575273,0.13125
ALT,Neutral,open_long,close_long,Neutral,116,41.61058996296296,12358.345219,0.9797979797979798
ALT,Neutral,open_short,close_short,Neutral,47,-11.26694871875,-1081.627077,0.3645833333333333
ALT,Greed,open_long,close_long,Greed,149,40.76500780046948,17365.893323,0.9976525821596244
ALT,Greed,open_short,close_short,Greed,62,-5.8345813947368415,-886.856372,0.5
ALT,Extreme Greed,open_long,close_long,Extreme Greed,153,44.8883531658031,8663.452161,0.9689119170984456
ALT,Extreme Greed,open_short,close_short,Extreme Greed,62,-16.01696003030303,-1057.119362,0.303030303030303
ANIME,Extreme Fear,open_long,close_long,Extreme Fear,289,46.52055813756613,17584.770976,0.3994708994708995
ANIME,Extreme Fear,open_short,close_short,Extreme Fear,230,14.533294666666666,4141.98898,0.2842105263157894
ANIME,Fear,open_long,close_long,Fear,284,63.57035629094828,29496.645319,0.4267241379310345
ANIME,Fear,open_short,close_short,Fear,227,10.814916647754137,4574.709742,0.1985815602836879
ANIME,Neutral,open_long,close_long,Neutral,289,43.77354328637952,37601.473683,0.3911525029103609
ANIME,Neutral,open_short,close_short,Neutral,228,18.760384199335547,11293.751288,0.2940199335548172
ANIME,Greed,open_long,close_long,Greed,289,46.27530373157895,17584.615418,0.3973684210526316
ANIME,Greed,open_short,close_short,Greed,231,14.34808658922559,4261.381717,0.2929292929292929
ANIME,Extreme Greed,open_long,close_long,Extreme Greed,289,37.4106241212766,17582.993337,0.3212765957446808
ANIME,Extreme Greed,open_short,close_short,Extreme Greed,231,13.57572,4086.29172,0.3189368770764119
APE,Extreme Fear,open_long,close_long,Extreme Fear,285,-0.2156675559105431,-135.00789,0.0
APE,Extreme Fear,open_short,close_short,Extreme Fear,187,33.59413934903047,12127.484305,0.9473684210526316
APE,Fear,open_long,close_long,Fear,306,6.5723540176730495,4462.628378,0.0530191458026509
APE,Fear,open_short,close_short,Fear,209,32.89781842954545,14475.040109,0.9727272727272728
APE,Neutral,open_long,close_long,Neutral,144,5.835105895833333,1120.340332,0.046875
APE,Neutral,open_short,close_short,Neutral,96,37.06741458450704,5263.572871,0.9366197183098592
APE,Greed,open_long,close_long,Greed,301,1.3876538805555556,999.110794,0.0125
APE,Greed,open_short,close_short,Greed,211,34.0828822145749,16836.943814000002,0.9635627530364372
APE,Extreme Greed,open_long,close_long,Extreme Greed,305,3.93089996931408,2177.7185830000003,0.0324909747292418
APE,Extreme Greed,open_short,close_short,Extreme Greed,194,38.73300714545454,12781.892358,0.9545454545454546
APT,Extreme Fear,open_long,close_long,Extreme Fear,51,7.251797463768116,500.374025,0.2318840579710145
APT,Extreme Fear,open_short,close_short,Extreme Fear,50,32.430255948275864,1880.954845,0.3620689655172414
APT,Fear,open_long,close_long,Fear,51,9.259876938650306,1509.359941,0.294478527607362
APT,Fear,open_short,close_short,Fear,50,19.809672182608697,2278.112301,0.3304347826086956
APT,Neutral,open_long,close_long,Neutral,37,7.142824789473685,271.427342,0.2894736842105263
APT,Neutral,open_short,close_short,Neutral,14,86.37028114285714,1209.183936,0.7857142857142857
APT,Greed,open_long,close_long,Greed,51,6.24998265,499.998612,0.2
APT,Greed,open_short,close_short,Greed,50,31.631901875,3289.717795,0.3173076923076923
APT,Extreme Greed,open_long,close_long,Extreme Greed,44,12.672184225,1013.774738,0.4
APT,Extreme Greed,open_short,close_short,Extreme Greed,44,10.721454505376345,997.095269,0.2043010752688172
AR,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
AR,Extreme Fear,open_short,close_short,Extreme Fear,6,12.197721666666666,73.18633,1.0
AR,Fear,open_long,close_long,Fear,0,,0.0,
AR,Fear,open_short,close_short,Fear,11,19.443521526315788,738.8538179999999,1.0
AR,Neutral,open_long,close_long,Neutral,0,,0.0,
AR,Neutral,open_short,close_short,Neutral,11,18.455457909090907,203.010037,1.0
AR,Greed,open_long,close_long,Greed,0,,0.0,
AR,Greed,open_short,close_short,Greed,11,16.24684511764706,276.196367,1.0
AR,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
AR,Extreme Greed,open_short,close_short,Extreme Greed,11,20.802109,332.833744,1.0
ARB,Extreme Fear,open_long,close_long,Extreme Fear,50,13.331723811764704,1133.196524,0.5647058823529412
ARB,Extreme Fear,open_short,close_short,Extreme Fear,60,157.2437148761062,17768.539781,0.2300884955752212
ARB,Fear,open_long,close_long,Fear,62,7.507124641791044,1005.954702,0.3656716417910448
ARB,Fear,open_short,close_short,Fear,59,183.374583244898,17970.709157999998,0.2755102040816326
ARB,Neutral,open_long,close_long,Neutral,41,6.500097320754717,344.505158,0.3962264150943396
ARB,Neutral,open_short,close_short,Neutral,22,5.381947896551725,156.076489,0.3793103448275862
ARB,Greed,open_long,close_long,Greed,62,11.795101887218046,1568.748551,0.4736842105263157
ARB,Greed,open_short,close_short,Greed,61,94.8769604148936,17836.868558,0.1382978723404255
ARB,Extreme Greed,open_long,close_long,Extreme Greed,58,8.207235010989011,746.858386,0.4065934065934066
ARB,Extreme Greed,open_short,close_short,Extreme Greed,58,240.41103086486484,17790.416284,0.2837837837837837
ARK,Extreme Fear,open_long,close_long,Extreme Fear,23,-0.8721649761904761,-36.630929,0.7142857142857143
ARK,Extreme Fear,open_short,close_short,Extreme Fear,6,-2.7276136,-27.276136,0.0
ARK,Fear,open_long,close_long,Fear,24,5.061517297297297,187.27614,0.8378378378378378
ARK,Fear,open_short,close_short,Fear,6,-7.9094263,-79.094263,0.0
ARK,Neutral,open_long,close_long,Neutral,24,2.162244541666667,51.893869,0.75
ARK,Neutral,open_short,close_short,Neutral,4,-0.13670725,-0.546829,0.0
ARK,Greed,open_long,close_long,Greed,20,2.6542471707317072,108.824134,0.7073170731707317
ARK,Greed,open_short,close_short,Greed,6,-2.7276136,-27.276136,0.0
ARK,Extreme Greed,open_long,close_long,Extreme Greed,24,2.162244541666667,103.787738,0.75
ARK,Extreme Greed,open_short,close_short,Extreme Greed,6,-4.4548845,-53.458614,0.0
ATOM,Extreme Fear,open_long,close_long,Extreme Fear,33,-0.0302926078431372,-1.544923,0.0
ATOM,Extreme Fear,open_short,close_short,Extreme Fear,39,2.601322512820513,202.903156,0.9102564102564102
ATOM,Fear,open_long,close_long,Fear,33,-0.02997505,-2.398004,0.0
ATOM,Fear,open_short,close_short,Fear,36,1.8621238101265825,147.107781,0.8481012658227848
ATOM,Neutral,open_long,close_long,Neutral,1,-0.008729,-0.008729,0.0
ATOM,Neutral,open_short,close_short,Neutral,4,-0.5756530000000002,-2.3026120000000008,0.75
ATOM,Greed,open_long,close_long,Greed,33,-0.0295704117647058,-1.005394,0.0
ATOM,Greed,open_short,close_short,Greed,39,2.172705225,86.908209,0.875
ATOM,Extreme Greed,open_long,close_long,Extreme Greed,33,-0.0301284307692307,-1.958348,0.0
ATOM,Extreme Greed,open_short,close_short,Extreme Greed,39,2.1992522658227847,173.740929,0.8734177215189873
AVAX,Extreme Fear,open_long,close_long,Extreme Fear,76,8.349650994652407,1561.384736,0.4117647058823529
AVAX,Extreme Fear,open_short,close_short,Extreme Fear,72,452.95303090445856,71113.625852,0.7961783439490446
AVAX,Fear,open_long,close_long,Fear,83,4.527039220588235,923.516001,0.2401960784313725
AVAX,Fear,open_short,close_short,Fear,74,523.2079644409938,84236.482275,0.8944099378881988
AVAX,Neutral,open_long,close_long,Neutral,18,-1.8444361666666664,-33.199850999999995,0.0
AVAX,Neutral,open_short,close_short,Neutral,28,1390.4497795490197,70912.938757,0.9803921568627452
AVAX,Greed,open_long,close_long,Greed,83,5.475071088082901,1056.68872,0.3056994818652849
AVAX,Greed,open_short,close_short,Greed,74,471.8507262913386,59925.042239,0.7637795275590551
AVAX,Extreme Greed,open_long,close_long,Extreme Greed,80,4.244236769230769,496.575702,0.2478632478632478
AVAX,Extreme Greed,open_short,close_short,Extreme Greed,72,594.1845353642857,83185.834951,0.8928571428571429
BABY,Extreme Fear,open_long,close_long,Extreme Fear,2,49.028728,196.114912,1.0
BABY,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
BABY,Fear,open_long,close_long,Fear,2,49.028728,196.114912,1.0
BABY,Fear,open_short,close_short,Fear,0,,0.0,
BABY,Neutral,open_long,close_long,Neutral,2,49.028728,98.057456,1.0
BABY,Neutral,open_short,close_short,Neutral,0,,0.0,
BABY,Greed,open_long,close_long,Greed,2,49.028728,196.114912,1.0
BABY,Greed,open_short,close_short,Greed,0,,0.0,
BABY,Extreme Greed,open_long,close_long,Extreme Greed,2,49.028728,98.057456,1.0
BABY,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
BADGER,Extreme Fear,open_long,close_long,Extreme Fear,75,-0.1244435,-9.706593,0.0
BADGER,Extreme Fear,open_short,close_short,Extreme Fear,50,25.38327648076923,1319.930377,0.8076923076923077
BADGER,Fear,open_long,close_long,Fear,102,-0.102910052173913,-35.503968,0.0
BADGER,Fear,open_short,close_short,Fear,69,20.26380819266055,4417.510186,0.8899082568807339
BADGER,Neutral,open_long,close_long,Neutral,27,-0.2603203928571428,-7.288971,0.0
BADGER,Neutral,open_short,close_short,Neutral,36,34.02516981081081,1258.931283,0.7297297297297297
BADGER,Greed,open_long,close_long,Greed,102,-0.1254907488986784,-28.4864,0.0
BADGER,Greed,open_short,close_short,Greed,69,25.901431906250004,4144.229105,0.8625
BADGER,Extreme Greed,open_long,close_long,Extreme Greed,100,-0.0691128256880733,-7.533298,0.0
BADGER,Extreme Greed,open_short,close_short,Extreme Greed,55,2.263941322033898,133.572538,0.8135593220338984
BANANA,Extreme Fear,open_long,close_long,Extreme Fear,1,-0.002853,-0.005706,0.0
BANANA,Extreme Fear,open_short,close_short,Extreme Fear,5,-14.698173375,-117.585387,0.0
BANANA,Fear,open_long,close_long,Fear,0,,0.0,
BANANA,Fear,open_short,close_short,Fear,5,-16.326037200000002,-81.63018600000001,0.0
BANANA,Neutral,open_long,close_long,Neutral,0,,0.0,
BANANA,Neutral,open_short,close_short,Neutral,2,-22.837492500000003,-91.34997,0.0
BANANA,Greed,open_long,close_long,Greed,1,-0.002853,-0.011412,0.0
BANANA,Greed,open_short,close_short,Greed,5,-13.5354135,-189.495789,0.0
BANANA,Extreme Greed,open_long,close_long,Extreme Greed,1,-0.002853,-0.002853,0.0
BANANA,Extreme Greed,open_short,close_short,Extreme Greed,5,-18.186453000000004,-127.30517100000002,0.0
BERA,Extreme Fear,open_long,close_long,Extreme Fear,168,-141.86859566459628,-45681.687804,0.4409937888198758
BERA,Extreme Fear,open_short,close_short,Extreme Fear,251,72.81561986519115,36189.363073,0.2957746478873239
BERA,Fear,open_long,close_long,Fear,431,112.06882884286864,139077.416594,0.7929089443996776
BERA,Fear,open_short,close_short,Fear,338,13.422295097512436,13489.406572999998,0.1233830845771144
BERA,Neutral,open_long,close_long,Neutral,396,114.11152100687286,66412.905226,0.8487972508591065
BERA,Neutral,open_short,close_short,Neutral,293,4.8899863795918375,2396.093326,0.1489795918367347
BERA,Greed,open_long,close_long,Greed,431,107.66360755225728,174092.053412,0.7940630797773655
BERA,Greed,open_short,close_short,Greed,338,36.876967627772416,38241.41543,0.18900675024108
BERA,Extreme Greed,open_long,close_long,Extreme Greed,430,154.95396213250518,149685.52742,0.8530020703933747
BERA,Extreme Greed,open_short,close_short,Extreme Greed,335,26.409436574338084,12967.033358,0.1710794297352342
BIGTIME,Extreme Fear,open_long,close_long,Extreme Fear,41,44.75175345535714,5012.196387,0.7857142857142857
BIGTIME,Extreme Fear,open_short,close_short,Extreme Fear,3,44.0358352,220.179176,0.8
BIGTIME,Fear,open_long,close_long,Fear,41,38.55703622891567,3200.2340070000005,0.6987951807228916
BIGTIME,Fear,open_short,close_short,Fear,3,21.3812766,106.906383,0.4
BIGTIME,Neutral,open_long,close_long,Neutral,3,-29.615498,-88.84649399999999,0.0
BIGTIME,Neutral,open_short,close_short,Neutral,1,-1.273282,-1.273282,0.0
BIGTIME,Greed,open_long,close_long,Greed,41,37.6886779009009,4183.443247,0.5945945945945946
BIGTIME,Greed,open_short,close_short,Greed,3,50.21435118181819,552.3578630000001,0.9090909090909092
BIGTIME,Extreme Greed,open_long,close_long,Extreme Greed,35,37.877136692307694,1477.208331,0.717948717948718
BIGTIME,Extreme Greed,open_short,close_short,Extreme Greed,1,-1.273282,-1.273282,0.0
BIO,Extreme Fear,open_long,close_long,Extreme Fear,137,8.88842074090909,1955.452563,0.85
BIO,Extreme Fear,open_short,close_short,Extreme Fear,11,7.090248363636364,77.992732,1.0
BIO,Fear,open_long,close_long,Fear,138,6.781177663967611,1674.950883,0.7004048582995951
BIO,Fear,open_short,close_short,Fear,11,7.0294523600000005,175.736309,1.0
BIO,Neutral,open_long,close_long,Neutral,133,8.123143798657718,1210.348426,0.8053691275167785
BIO,Neutral,open_short,close_short,Neutral,8,7.280235875000001,58.241887000000006,1.0
BIO,Greed,open_long,close_long,Greed,138,8.068666315,4841.199789,0.8
BIO,Greed,open_short,close_short,Greed,11,7.170243105263158,136.234619,1.0
BIO,Extreme Greed,open_long,close_long,Extreme Greed,6,-0.0268332999999999,-0.268333,0.0
BIO,Extreme Greed,open_short,close_short,Extreme Greed,11,6.981684071428572,97.743577,1.0
BLAST,Extreme Fear,open_long,close_long,Extreme Fear,34,0.2864979736842105,10.886923,0.0526315789473684
BLAST,Extreme Fear,open_short,close_short,Extreme Fear,20,35.462937333333336,1063.88812,1.0
BLAST,Fear,open_long,close_long,Fear,34,0.0562139285714285,5.508965000000001,0.0204081632653061
BLAST,Fear,open_short,close_short,Fear,20,27.9064036,1395.32018,1.0
BLAST,Neutral,open_long,close_long,Neutral,2,6.955598000000001,41.733588000000005,1.0
BLAST,Neutral,open_short,close_short,Neutral,1,0.988004,0.988004,1.0
BLAST,Greed,open_long,close_long,Greed,32,-0.0865644242424242,-2.856626,0.0
BLAST,Greed,open_short,close_short,Greed,20,31.275564166666665,750.61354,1.0
BLAST,Extreme Greed,open_long,close_long,Extreme Greed,34,0.3158448571428572,22.109140000000004,0.0571428571428571
BLAST,Extreme Greed,open_short,close_short,Extreme Greed,20,31.22299088571429,1092.804681,1.0
BLUR,Extreme Fear,open_long,close_long,Extreme Fear,16,38.3324670625,613.319473,0.6875
BLUR,Extreme Fear,open_short,close_short,Extreme Fear,40,60.72904255696202,4797.594362,0.9746835443037974
BLUR,Fear,open_long,close_long,Fear,16,40.23031731034483,2333.358404,0.7068965517241379
BLUR,Fear,open_short,close_short,Fear,42,32.08368945121951,2630.862535,0.926829268292683
BLUR,Neutral,open_long,close_long,Neutral,15,51.96967803333334,1559.090341,0.9333333333333332
BLUR,Neutral,open_short,close_short,Neutral,38,57.09279844186047,2454.990333,1.0
BLUR,Greed,open_long,close_long,Greed,19,48.86356135897436,1905.678893,0.8717948717948718
BLUR,Greed,open_short,close_short,Greed,42,102.4366198152174,9424.169023,0.9782608695652174
BLUR,Extreme Greed,open_long,close_long,Extreme Greed,13,25.31966055,506.393211,0.55
BLUR,Extreme Greed,open_short,close_short,Extreme Greed,31,4.3353364,151.736774,0.8857142857142857
BNB,Extreme Fear,open_long,close_long,Extreme Fear,31,12.865924423076924,669.02807,0.4807692307692308
BNB,Extreme Fear,open_short,close_short,Extreme Fear,58,0.9782170619469026,110.538528,0.2566371681415929
BNB,Fear,open_long,close_long,Fear,59,-1.223344898477157,-240.998945,0.482233502538071
BNB,Fear,open_short,close_short,Fear,71,0.7383087826086956,152.829918,0.3091787439613526
BNB,Neutral,open_long,close_long,Neutral,34,18.579947172413792,1077.636936,0.6206896551724138
BNB,Neutral,open_short,close_short,Neutral,29,3.271798936170213,153.77455,0.7021276595744681
BNB,Greed,open_long,close_long,Greed,58,-13.852939512,-1731.617439,0.384
BNB,Greed,open_short,close_short,Greed,69,1.350217856,168.777232,0.424
BNB,Extreme Greed,open_long,close_long,Extreme Greed,52,16.473153786885245,1004.862381,0.5245901639344263
BNB,Extreme Greed,open_short,close_short,Extreme Greed,69,1.668206547169811,176.829894,0.3773584905660377
BNT,Extreme Fear,open_long,close_long,Extreme Fear,7,-2.6603094285714284,-18.622166,0.2857142857142857
BNT,Extreme Fear,open_short,close_short,Extreme Fear,2,-0.341106,-0.682212,0.0
BNT,Fear,open_long,close_long,Fear,7,-2.6603094285714284,-18.622166,0.2857142857142857
BNT,Fear,open_short,close_short,Fear,2,-0.341106,-0.682212,0.0
BNT,Neutral,open_long,close_long,Neutral,0,,0.0,
BNT,Neutral,open_short,close_short,Neutral,0,,0.0,
BNT,Greed,open_long,close_long,Greed,7,-2.6603094285714284,-55.866498,0.2857142857142857
BNT,Greed,open_short,close_short,Greed,2,-0.3411060000000001,-2.0466360000000003,0.0
BNT,Extreme Greed,open_long,close_long,Extreme Greed,7,-2.6603094285714284,-37.244332,0.2857142857142857
BNT,Extreme Greed,open_short,close_short,Extreme Greed,2,-0.341106,-1.364424,0.0
BOME,Extreme Fear,open_long,close_long,Extreme Fear,1,-0.065559,-0.065559,0.0
BOME,Extreme Fear,open_short,close_short,Extreme Fear,2,11.047484,22.094968,1.0
BOME,Fear,open_long,close_long,Fear,2,-0.0502858571428571,-0.352001,0.0
BOME,Fear,open_short,close_short,Fear,3,8.029899571428572,56.20929700000001,0.8571428571428571
BOME,Neutral,open_long,close_long,Neutral,0,,0.0,
BOME,Neutral,open_short,close_short,Neutral,2,-7.35817325,-29.432693,0.25
BOME,Greed,open_long,close_long,Greed,2,-0.0477403333333333,-0.143221,0.0
BOME,Greed,open_short,close_short,Greed,3,-1.6263705999999996,-8.131852999999998,0.4
BOME,Extreme Greed,open_long,close_long,Extreme Greed,2,-0.0566496666666666,-0.169949,0.0
BOME,Extreme Greed,open_short,close_short,Extreme Greed,3,8.330050250000001,33.320201000000004,0.75
BRETT,Extreme Fear,open_long,close_long,Extreme Fear,93,18.25880849479167,3505.691231,0.7708333333333334
BRETT,Extreme Fear,open_short,close_short,Extreme Fear,34,-26.6971515625,-1708.6177,0.125
BRETT,Fear,open_long,close_long,Fear,95,16.691306942857143,3505.174458,0.7047619047619048
BRETT,Fear,open_short,close_short,Fear,34,-20.093611797468355,-1587.395332,0.2911392405063291
BRETT,Neutral,open_long,close_long,Neutral,6,-0.0757095,-0.454257,0.0
BRETT,Neutral,open_short,close_short,Neutral,2,4.170564,8.341128,1.0
BRETT,Greed,open_long,close_long,Greed,95,14.473505190082644,1751.294128,0.6115702479338843
BRETT,Greed,open_short,close_short,Greed,34,-22.08243008108108,-817.0499130000001,0.2432432432432432
BRETT,Extreme Greed,open_long,close_long,Extreme Greed,92,18.45329486842105,3506.126025,0.7789473684210526
BRETT,Extreme Greed,open_short,close_short,Extreme Greed,34,-23.6223758,-1653.566306,0.2
BTC,Extreme Fear,open_long,close_long,Extreme Fear,1565,75.19264565282333,1490092.658902,0.5389816823939042
BTC,Extreme Fear,open_short,close_short,Extreme Fear,1576,-12.34340054269838,-253237.205534,0.187268473386625
BTC,Fear,open_long,close_long,Fear,1582,69.34142305931746,1412138.080603,0.6036336852442917
BTC,Fear,open_short,close_short,Fear,1629,-2.970609593596059,-72364.0497,0.1472906403940886
BTC,Neutral,open_long,close_long,Neutral,1358,62.088809103792826,608967.03969,0.630199836867863
BTC,Neutral,open_short,close_short,Neutral,1503,1.327986716156268,18559.942345,0.1451058958214081
BTC,Greed,open_long,close_long,Greed,1605,80.81542727644255,2390762.785119,0.5990940742994287
BTC,Greed,open_short,close_short,Greed,1651,-14.182125538119212,-509889.959472,0.1600700915083581
BTC,Extreme Greed,open_long,close_long,Extreme Greed,1462,57.22829468800233,590996.599243,0.5456570155902004
BTC,Extreme Greed,open_short,close_short,Extreme Greed,1535,4.252769605248596,53801.78827599999,0.192316812900166
CAKE,Extreme Fear,open_long,close_long,Extreme Fear,4,39.928907,159.71562799999998,1.0
CAKE,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
CAKE,Fear,open_long,close_long,Fear,30,17.7825445,1173.647937,0.4848484848484848
